Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature
13777,Sonorus,30-39,Female,B,30-59,
20555,Mobilicorpus,20-29,Male,B,180+,
20384,Confringo,30-39,Male,B,0-29,
20512,Locomotor Mortis,30-39,Female,B,0-29,
20552,Fidelius Charm,20-29,Female,B,150-179,
14172,Imperio,30-39,Male,B,60-89,
20392,Confringo,20-29,Female,B,30-59,
13773,Locomotor Mortis,40-49,Male,B,120-149,
13782,Deprimo,60>,Male,B,30-59,
14055,Sonorus,20-29,Female,B,150-179,
18167,Imperio,30-39,Male,B,60-89,
15353,Locomotor Mortis,30-39,Female,B,180+,
22156,Oppugno,30-39,Female,C,150-179,
12122,Confringo,50-59,Male,C,90-119,
11986,Deprimo,40-49,Male,C,0-29,
26979,Mobilicorpus,40-49,Male,C,30-59,
50586,Mobilicorpus,60>,Female,C,30-59,
23966,Fidelius Charm,50-59,Female,C,60-89,
19352,Defodio,50-59,Female,C,30-59,Near Window
23094,Impedimenta,50-59,Male,C,30-59,
13184,Reducto,40-49,Male,C,30-59,
24840,Anapneo,50-59,Male,C,150-179,
16424,Aparecium,50-59,Male,C,30-59,
22505,Geminio,50-59,Female,C,0-29,
17898,Aparecium,40-49,NULL,C,60-89,
26399,Aparecium,50-59,Female,C,180+,
12947,Locomotor Mortis,40-49,Female,C,60-89,
22270,Fidelius Charm,50-59,Male,C,90-119,
23572,Aparecium,30-39,Female,C,0-29,
22650,Locomotor Mortis,50-59,Female,C,0-29,
10336,Confringo,50-59,Female,C,120-149,
13721,Sonorus,40-49,Male,C,180+,
21612,Sonorus,40-49,Female,C,90-119,
19682,Meteolojinx Recanto,60>,Male,C,0-29,
27501,Meteolojinx Recanto,50-59,Male,C,30-59,
18683,Defodio,60>,Male,C,60-89,
21773,Aparecium,50-59,Male,C,30-59,
21893,Aparecium,50-59,Male,C,60-89,
23222,Aparecium,50-59,Male,C,30-59,
10638,Aparecium,40-49,Male,C,0-29,
11836,Aparecium,40-49,Male,C,30-59,
20468,Avada Kedavra,50-59,Male,C,180+,
20859,Deprimo,50-59,Male,C,0-29,
26280,Mobilicorpus,50-59,Female,C,90-119,
10239,Sonorus,50-59,Male,C,30-59,
11252,Sonorus,50-59,Male,C,30-59,
16621,Sonorus,50-59,Female,C,150-179,
28080,Sonorus,50-59,Male,C,30-59,
20057,Imperio,50-59,Male,C,180+,
12589,Imperio,40-49,Female,C,150-179,
13417,Imperio,40-49,Female,C,30-59,
18050,Duro,40-49,NULL,C,120-149,
27187,Duro,40-49,Female,C,90-119,
11203,Duro,40-49,Male,C,150-179,
13754,Duro,50-59,Female,C,150-179,
14672,Mobilicorpus,40-49,Male,C,30-59,
23696,Mobilicorpus,40-49,NULL,C,180+,
27346,Mobilicorpus,40-49,Female,C,90-119,
18956,Levicorpus,40-49,Male,C,0-29,
25202,Fidelius Charm,50-59,Male,C,150-179,
17814,Fidelius Charm,50-59,Male,C,90-119,
12972,Confringo,50-59,Male,C,120-149,
19424,Confringo,60>,Male,C,180+,
21448,Confringo,50-59,Male,C,150-179,
10189,Confringo,50-59,Male,C,30-59,
14294,Locomotor Mortis,50-59,Male,C,0-29,
14466,Locomotor Mortis,40-49,Female,C,120-149,
25872,Mobilicorpus,50-59,Female,C,120-149,
27012,Mobilicorpus,40-49,Female,C,0-29,
27387,Mobilicorpus,50-59,Female,C,0-29,
22442,Mobilicorpus,50-59,Female,C,150-179,
21028,Reducto,50-59,Female,C,0-29,
27371,Sonorus,50-59,Male,C,0-29,
10439,Duro,50-59,Female,C,30-59,
26160,Duro,50-59,Female,C,60-89,
21241,Duro,40-49,Male,C,180+,
13606,Duro,30-39,Male,C,180+,
10696,Duro,40-49,Male,C,60-89,
11060,Duro,40-49,Female,C,180+,
27770,Mobilicorpus,50-59,Female,C,30-59,
13257,Mobilicorpus,50-59,Male,C,120-149,
21392,Locomotor Mortis,30-39,Female,C,150-179,
20972,Fidelius Charm,50-59,Male,C,30-59,
21581,Fidelius Charm,50-59,Female,C,0-29,
23130,Fidelius Charm,50-59,Male,C,120-149,
10649,Confringo,50-59,Male,C,30-59,
11709,Confringo,50-59,Male,C,0-29,
14705,Confringo,40-49,NULL,C,120-149,
21537,Confringo,40-49,Male,C,60-89,
25725,Confringo,40-49,NULL,C,150-179,
14758,Mobilicorpus,40-49,Male,C,120-149,
19371,Mobilicorpus,60>,Female,C,60-89,
25803,Mobilicorpus,50-59,Female,C,30-59,
16021,Mobilicorpus,50-59,Female,C,180+,
18202,Erecto,50-59,Female,C,0-29,
24319,Deprimo,50-59,Male,C,180+,
23874,Deprimo,30-39,Female,C,60-89,
24496,Deprimo,40-49,Female,C,30-59,
17881,Finite Incantatem,40-49,Male,C,0-29,
21843,Impedimenta,30-39,Male,C,90-119,
20719,Aparecium,50-59,Female,C,30-59,
25021,Aparecium,50-59,Female,C,90-119,
24455,Avada Kedavra,50-59,Female,C,30-59,
10078,Duro,60>,Female,C,30-59,
11175,Duro,50-59,Male,C,30-59,
23464,Imperio,50-59,Male,C,150-179,
19504,Locomotor Mortis,60>,Female,C,120-149,
20945,Erecto,50-59,Male,C,30-59,Standing Desk
20709,Meteolojinx Recanto,50-59,Female,C,120-149,
21509,Impedimenta,30-39,Male,C,90-119,
23987,Impedimenta,30-39,Male,C,0-29,
10391,Sonorus,50-59,Female,C,120-149,
17647,Sonorus,30-39,Female,C,90-119,
19698,Aparecium,50-59,Male,C,60-89,
11500,Locomotor Mortis,40-49,NULL,C,0-29,
22306,Avada Kedavra,50-59,Female,C,60-89,
24634,Mobilicorpus,30-39,Female,C,90-119,
21739,Deprimo,50-59,Female,C,60-89,
12957,Confringo,50-59,Male,C,30-59,
14013,Confringo,30-39,Female,C,0-29,
14556,Confringo,40-49,Male,C,60-89,
21647,Confringo,50-59,Male,C,150-179,
24396,Mobilicorpus,50-59,Female,C,60-89,
15215,Mobilicorpus,40-49,Male,C,0-29,
28521,Impedimenta,40-49,Female,C,0-29,
22661,Impedimenta,50-59,Female,C,30-59,
21474,Aparecium,50-59,Male,C,30-59,
21313,Impedimenta,20-29,Female,C,180+,
26468,Meteolojinx Recanto,50-59,Male,C,30-59,
26506,Meteolojinx Recanto,50-59,Female,C,30-59,
27290,Meteolojinx Recanto,40-49,Female,C,90-119,
13991,Meteolojinx Recanto,40-49,Female,C,30-59,
28010,Protego Totalum,40-49,Female,C,30-59,
18324,Defodio,30-39,Female,C,180+,Standing Desk
24108,Imperio,50-59,Female,C,0-29,
13264,Quietus,40-49,Female,C,30-59,
20458,Aparecium,50-59,Female,C,30-59,
25524,Deprimo,50-59,Male,C,30-59,
23031,Deprimo,50-59,Male,C,180+,
25269,Deprimo,30-39,Female,C,150-179,
22744,Impedimenta,30-39,Female,C,150-179,
12606,Confringo,50-59,Male,C,150-179,
13122,Confringo,40-49,Male,C,30-59,
10741,Sonorus,40-49,Male,C,180+,
28384,Sonorus,50-59,Male,C,30-59,
21544,Imperio,50-59,Male,C,30-59,
23901,Imperio,50-59,Male,C,120-149,
11996,Imperio,60>,Male,C,180+,
14192,Duro,40-49,Male,C,60-89,
23639,Duro,30-39,Male,C,120-149,
10484,Mobilicorpus,50-59,Female,C,0-29,
18076,Mobilicorpus,60>,Male,C,30-59,
21596,Fidelius Charm,40-49,Female,C,30-59,
24488,Levicorpus,30-39,Male,C,90-119,
10082,Confringo,60>,Male,C,120-149,
11056,Confringo,50-59,Female,C,30-59,
20924,Mobilicorpus,40-49,Male,C,150-179,
24126,Duro,50-59,Female,C,60-89,
27638,Duro,30-39,Male,C,0-29,
10295,Mobilicorpus,40-49,Female,C,150-179,
23098,Duro,20-29,Male,C,30-59,
12703,Imperio,20-29,Male,C,30-59,
27830,Mobilicorpus,40-49,Female,C,30-59,
23102,Mobilicorpus,40-49,Male,C,30-59,
18581,Locomotor Mortis,60>,Male,C,30-59,
11481,Duro,50-59,Male,C,60-89,
20465,Liberacorpus,50-59,Female,C,120-149,
14505,Levicorpus,50-59,Female,C,150-179,
17081,Mobilicorpus,50-59,Female,C,150-179,
20983,Confringo,30-39,Female,C,120-149,
14987,Mobilicorpus,40-49,Female,C,90-119,
28135,Confringo,40-49,NULL,C,0-29,
10930,Locomotor Mortis,50-59,Male,C,90-119,
50567,Mobilicorpus,60>,Male,C,60-89,
13345,Deprimo,40-49,Female,C,60-89,
23451,Meteolojinx Recanto,30-39,Male,C,0-29,
10113,Confringo,50-59,Female,C,60-89,
12294,Reducto,40-49,Female,C,90-119,
22767,Mobilicorpus,50-59,Female,C,30-59,
14706,Sonorus,30-39,Female,C,0-29,
19076,Aparecium,50-59,Female,C,60-89,
19630,Avada Kedavra,50-59,Male,C,120-149,
28124,Avada Kedavra,50-59,Male,C,30-59,
15874,Protego Totalum,30-39,Male,C,30-59,
12522,Confringo,50-59,Male,C,180+,
13633,Confringo,40-49,Female,C,0-29,
27827,Confringo,40-49,Male,C,30-59,
10077,Mobilicorpus,60>,Male,C,30-59,
20689,Mobilicorpus,50-59,Female,C,0-29,
21253,Mobilicorpus,50-59,Male,C,30-59,
21785,Mobilicorpus,40-49,Female,C,60-89,
22049,Mobilicorpus,30-39,Female,C,120-149,
24342,Mobilicorpus,40-49,Female,C,0-29,
10160,Sonorus,50-59,Male,C,120-149,
22597,Aparecium,50-59,Male,C,0-29,
50543,Aparecium,60>,Male,C,0-29,
23534,Avada Kedavra,50-59,Male,C,0-29,
28744,Avada Kedavra,50-59,Female,C,0-29,
18478,Duro,60>,Male,C,60-89,
18352,Imperio,20-29,Female,C,0-29,
13433,Locomotor Mortis,40-49,Female,C,0-29,
18487,Locomotor Mortis,40-49,NULL,C,30-59,
17872,Locomotor Mortis,40-49,Male,C,180+,
14138,Liberacorpus,50-59,Female,C,30-59,
15757,Mobilicorpus,30-39,Female,C,180+,
28412,Specialis Revelio,50-59,Female,C,30-59,
24501,Wingardium Leviosa,30-39,Male,C,30-59,
12434,Locomotor Mortis,40-49,Female,C,180+,
25899,Protego Totalum,40-49,Female,C,0-29,
13996,Confringo,50-59,Male,C,60-89,
12109,Specialis Revelio,50-59,Male,C,0-29,
12733,Mobilicorpus,40-49,Male,C,0-29,
50363,Mobilicorpus,30-39,Male,C,120-149,
24481,Deprimo,40-49,Male,C,30-59,
23262,Impedimenta,30-39,Male,C,30-59,
27521,Impedimenta,30-39,Male,C,60-89,
24470,Avada Kedavra,50-59,Female,C,30-59,
22447,Deprimo,50-59,Female,C,0-29,
27528,Deprimo,50-59,Male,C,150-179,
23547,Impedimenta,30-39,Female,C,0-29,
50300,Deprimo,30-39,Male,C,30-59,
22168,Meteolojinx Recanto,50-59,Female,C,90-119,
20341,Meteolojinx Recanto,50-59,Female,C,30-59,
22075,Obscuro,50-59,Male,C,60-89,
20717,Aparecium,50-59,Female,C,30-59,
28495,Defodio,50-59,Female,C,60-89,
24031,Aguamenti,50-59,Female,C,30-59,
26331,Aguamenti,50-59,Female,C,0-29,
21725,Anapneo,40-49,NULL,C,120-149,
26357,Aparecium,50-59,Female,C,120-149,
13915,Deprimo,20-29,Male,C,90-119,
25166,Deprimo,50-59,Male,C,60-89,
28250,Deprimo,40-49,Male,C,150-179,
50145,Deprimo,30-39,Male,C,120-149,
20799,Impedimenta,50-59,Female,C,60-89,
13959,Confringo,40-49,Male,C,30-59,
23060,Confringo,30-39,Female,C,60-89,
13598,Confringo,40-49,Male,C,60-89,
25287,Levicorpus,50-59,Female,C,180+,
10680,Levicorpus,40-49,Male,C,60-89,
10915,Mobilicorpus,50-59,Female,C,90-119,
18999,Imperio,20-29,Male,C,30-59,
11903,Duro,50-59,Female,C,90-119,
22633,Duro,40-49,Male,C,90-119,
11843,Mobilicorpus,60>,Male,C,0-29,
25887,Fidelius Charm,50-59,Female,C,0-29,
10617,Confringo,50-59,Male,C,150-179,
21717,Confringo,30-39,Male,C,150-179,
12185,Duro,40-49,Male,C,30-59,
13905,Duro,40-49,Female,C,60-89,
28061,Defodio,40-49,Female,C,180+,
21355,Mobilicorpus,50-59,Female,C,30-59,
20489,Locomotor Mortis,50-59,Female,C,150-179,
11213,Mobilicorpus,40-49,Male,C,120-149,
23828,Confringo,50-59,Female,C,90-119,
20746,Confringo,30-39,Male,C,0-29,
24736,Locomotor Mortis,40-49,Female,C,0-29,
12664,Expecto Patronum,50-59,Female,C,90-119,Near Window
18466,Deprimo,50-59,Male,C,0-29,
19338,Protego Totalum,30-39,Male,C,30-59,
18398,Oppugno,20-29,Female,C,30-59,
22819,Impedimenta,30-39,Male,C,120-149,
14922,Confringo,30-39,Male,C,0-29,
18490,Reducto,60>,Male,C,60-89,
21250,Aparecium,50-59,Male,C,60-89,
22660,Aparecium,50-59,Female,C,0-29,
24406,Aparecium,50-59,Male,C,0-29,
18859,Avada Kedavra,40-49,NULL,C,180+,
14738,Duro,40-49,Male,C,120-149,
21591,Imperio,50-59,Male,C,0-29,
25724,Deprimo,50-59,Female,C,90-119,
19324,Deprimo,30-39,Female,C,120-149,
28304,Oppugno,50-59,Male,C,150-179,
21801,Obscuro,50-59,Male,C,30-59,
14348,Mobilicorpus,40-49,Female,C,60-89,
20127,Anapneo,60>,Female,C,60-89,
21431,Avada Kedavra,30-39,Female,C,0-29,
24935,Locomotor Mortis,50-59,Female,C,60-89,
20195,Mobilicorpus,40-49,Female,C,180+,
26919,Sonorus,40-49,Male,C,0-29,
10065,Mobilicorpus,60>,Male,C,30-59,
11198,Mobilicorpus,50-59,Female,C,120-149,
14313,Mobilicorpus,40-49,Male,C,30-59,
14686,Mobilicorpus,30-39,Male,C,30-59,
24521,Mobilicorpus,30-39,Male,C,30-59,
13934,Aparecium,30-39,Male,C,60-89,
23707,Nox,30-39,Female,C,30-59,
23713,Deprimo,40-49,Female,C,30-59,
22921,Deprimo,50-59,Male,C,30-59,
27292,Deprimo,50-59,Male,C,150-179,
27905,Deprimo,50-59,Male,C,30-59,
10339,Deprimo,40-49,Male,C,0-29,
22740,Meteolojinx Recanto,50-59,Female,C,30-59,
22177,Meteolojinx Recanto,30-39,Male,C,30-59,
26551,Obscuro,30-39,Male,C,30-59,
22226,Anapneo,50-59,Male,C,150-179,
25882,Aparecium,40-49,Female,C,180+,
22365,Deprimo,30-39,Male,C,120-149,
24131,Deprimo,40-49,Male,C,30-59,
24375,Deprimo,30-39,Male,C,0-29,
24380,Impedimenta,30-39,Female,C,60-89,
20401,Impedimenta,30-39,Male,C,0-29,
24050,Wingardium Leviosa,60>,Male,C,90-119,
13630,Confringo,40-49,Male,C,30-59,
12702,Sonorus,40-49,Female,C,180+,
15275,Sonorus,30-39,Female,C,30-59,
23881,Oppugno,30-39,Male,C,90-119,
10013,Mobilicorpus,60>,Male,C,30-59,
27948,Mobilicorpus,30-39,Male,C,150-179,
21567,Locomotor Mortis,50-59,Male,C,150-179,
22133,Defodio,50-59,Female,C,60-89,
28913,Oblivate,40-49,Male,C,60-89,
21740,Fidelius Charm,40-49,Female,C,0-29,
22600,Duro,40-49,NULL,C,0-29,
23484,Impedimenta,30-39,Male,C,180+,
28224,Aparecium,30-39,Female,C,30-59,
13267,Avada Kedavra,40-49,Male,C,0-29,
27166,Duro,50-59,Female,C,0-29,
18761,Mobilicorpus,60>,Male,C,90-119,
13457,Aparecium,40-49,Female,C,180+,
17305,Aparecium,50-59,Female,C,30-59,
21053,Imperio,40-49,Female,C,60-89,
15036,Confringo,30-39,Male,C,150-179,
15081,Confringo,50-59,Male,C,90-119,
12718,Mobilicorpus,50-59,Female,C,30-59,
27910,Deprimo,40-49,Male,C,30-59,
10050,Mobilicorpus,60>,Female,C,30-59,
10508,Deprimo,50-59,Female,C,60-89,
27838,Obscuro,50-59,Female,C,150-179,
20952,Impedimenta,40-49,Male,C,60-89,
13850,Mobilicorpus,40-49,Male,C,0-29,
13051,Duro,30-39,Female,C,30-59,
10420,Specialis Revelio,50-59,Female,C,60-89,
27384,Fidelius Charm,50-59,Female,C,30-59,
15722,Locomotor Mortis,50-59,Male,C,30-59,
21278,Protego Totalum,50-59,Female,C,90-119,
11615,Confringo,50-59,Male,C,30-59,
10309,Mobilicorpus,60>,Male,C,0-29,
27188,Mobilicorpus,40-49,Female,C,30-59,
20870,Impedimenta,50-59,Female,C,90-119,
22047,Avada Kedavra,50-59,Female,C,60-89,
19770,Defodio,40-49,Female,C,0-29,
18244,Meteolojinx Recanto,40-49,NULL,C,30-59,
24419,Impedimenta,50-59,Male,C,30-59,
18449,Mobilicorpus,60>,Male,C,30-59,
25930,Duro,50-59,Female,C,30-59,
24969,Impedimenta,30-39,Male,C,0-29,
17388,Impedimenta,30-39,Male,C,90-119,
15903,Impedimenta,30-39,Female,C,60-89,
20293,Impedimenta,40-49,NULL,C,90-119,
26208,Reducto,50-59,Female,C,30-59,
50152,Liberacorpus,30-39,Female,C,120-149,
12438,Duro,40-49,Female,C,0-29,
22369,Locomotor Mortis,40-49,Female,C,90-119,
27701,Aparecium,50-59,Female,C,30-59,
23585,Mobilicorpus,50-59,Female,C,0-29,
18202,Evanesco,60>,Female,C,180+,Reduced Light
14620,Obscuro,30-39,Female,C,0-29,
26060,Mobilicorpus,40-49,Female,C,150-179,
22047,Aparecium,50-59,Female,C,60-89,
10294,Mobilicorpus,40-49,Male,C,60-89,
21739,Oppugno,50-59,Female,C,60-89,
12185,Duro,50-59,Male,C,120-149,
11198,Mobilicorpus,50-59,Female,C,30-59,
17526,Locomotor Mortis,40-49,Female,C,30-59,
12664,Protego Totalum,50-59,Female,C,120-149,
14255,Mobilicorpus,40-49,Male,C,120-149,
26280,Mobilicorpus,50-59,Female,C,0-29,
50171,Specialis Revelio,30-39,Male,C,180+,
20746,Confringo,40-49,Male,C,60-89,
11840,Duro,50-59,Male,C,30-59,
21591,Imperio,50-59,Male,C,180+,
18316,Impedimenta,30-39,Male,C,60-89,
25724,Deprimo,50-59,Female,C,60-89,
14247,Duro,40-49,Male,C,30-59,
21593,Impedimenta,40-49,Male,C,30-59,
19076,Aparecium,60>,Female,C,90-119,
23484,Impedimenta,40-49,Male,C,120-149,
14468,Mobilicorpus,50-59,Male,C,30-59,
12947,Locomotor Mortis,40-49,Female,C,150-179,
18504,Duro,40-49,Male,C,90-119,
23639,Duro,40-49,Male,C,180+,
19357,Deprimo,40-49,Male,C,120-149,
19352,Defodio,50-59,Female,C,30-59,
17088,Locomotor Mortis,50-59,Female,C,60-89,
20439,Avada Kedavra,50-59,Female,C,120-149,
21838,Locomotor Mortis,40-49,Female,C,180+,
23592,Deprimo,50-59,Female,C,30-59,
26942,Avada Kedavra,50-59,Male,C,0-29,
19698,Aparecium,60>,Male,C,180+,
24386,Impedimenta,50-59,Female,C,30-59,
10778,Aparecium,50-59,Female,C,30-59,
20944,Locomotor Mortis,50-59,Male,C,90-119,
19898,Imperio,50-59,Female,C,60-89,
25900,Mobilicorpus,50-59,Female,C,90-119,
23039,Deprimo,30-39,Female,C,0-29,
25271,Fidelius Charm,30-39,Female,C,180+,
16034,Locomotor Mortis,50-59,Female,C,30-59,
20558,Locomotor Mortis,50-59,Female,C,120-149,
10865,Aparecium,50-59,Female,C,60-89,
20615,Fidelius Charm,50-59,Male,C,30-59,
21688,Aparecium,30-39,Female,C,0-29,
15107,Duro,20-29,Female,C,90-119,
23214,Mobilicorpus,50-59,Female,C,0-29,
21924,Impedimenta,50-59,Male,C,180+,
14192,Confundo,40-49,Male,C,180+,
14285,Duro,30-39,Male,C,60-89,
10604,Confringo,50-59,Female,C,120-149,
20468,Protego Totalum,50-59,Male,C,90-119,
22600,Aparecium,40-49,NULL,C,0-29,
13066,Aparecium,40-49,Male,C,60-89,
28304,Impedimenta,50-59,Male,C,60-89,
23881,Impedimenta,30-39,Male,C,30-59,
19495,Mobilicorpus,20-29,Male,C,0-29,
28153,Mobilicorpus,40-49,Female,C,0-29,
15093,Levicorpus,20-29,Male,C,60-89,
20306,Impedimenta,40-49,Female,C,180+,
16165,Meteolojinx Recanto,20-29,Female,C,180+,
20364,Mobilicorpus,20-29,Male,C,90-119,
27012,Levicorpus,40-49,Female,C,180+,
23608,Deprimo,30-39,Male,C,30-59,
13160,Duro,30-39,Female,C,120-149,
21221,Duro,50-59,Male,C,30-59,
28521,Deprimo,40-49,Female,C,30-59,
23987,Wingardium Leviosa,30-39,Male,C,0-29,
23547,Deprimo,30-39,Female,C,60-89,
20468,Scourgify,50-59,Male,C,60-89,
23094,Deprimo,50-59,Male,C,150-179,
18149,Confringo,30-39,Male,C,90-119,
20799,Deprimo,50-59,Female,C,90-119,
27905,Oppugno,50-59,Male,C,0-29,
17881,Deprimo,40-49,Male,C,60-89,
25899,Scourgify,40-49,Female,C,90-119,
19338,Scourgify,30-39,Male,C,150-179,
24386,Deprimo,50-59,Female,C,30-59,
22661,Deprimo,50-59,Female,C,120-149,
22483,Oppugno,20-29,Male,C,60-89,
28010,Scourgify,40-49,Female,C,120-149,
50300,Oppugno,30-39,Male,C,0-29,
26942,Orchideous,50-59,Male,C,30-59,
50015,Mobilicorpus,30-39,Female,C,90-119,
21509,Deprimo,30-39,Male,C,30-59,
24380,Deprimo,30-39,Female,C,90-119,
23484,Deprimo,40-49,Male,C,30-59,
20439,Scourgify,50-59,Female,C,120-149,
19428,Confringo,50-59,Male,C,180+,
12109,Relashio,50-59,Male,C,0-29,
28412,Relashio,50-59,Female,C,30-59,
50171,Relashio,30-39,Male,C,90-119,
21924,Deprimo,50-59,Male,C,90-119,
23262,Deprimo,30-39,Male,C,0-29,
21313,Deprimo,20-29,Female,C,30-59,
27292,Oppugno,50-59,Male,C,150-179,
28124,Scourgify,50-59,Male,C,30-59,
19630,Scourgify,50-59,Male,C,60-89,
28389,Confringo,30-39,Female,C,180+,
18316,Deprimo,30-39,Male,C,60-89,
24455,Scourgify,50-59,Female,C,120-149,
10420,Relashio,50-59,Female,C,60-89,
13375,Mobilicorpus,40-49,Female,C,60-89,
20306,Deprimo,40-49,Female,C,150-179,
20952,Deprimo,40-49,Male,C,0-29,
22921,Oppugno,50-59,Male,C,0-29,
10339,Oppugno,40-49,Male,C,120-149,
23592,Oppugno,50-59,Female,C,180+,
22226,Avada Kedavra,50-59,Male,C,30-59,
17388,Deprimo,30-39,Male,C,30-59,
22819,Deprimo,30-39,Male,C,0-29,
20401,Deprimo,30-39,Male,C,90-119,
16922,Deprimo,30-39,Male,C,150-179,
20293,Deprimo,40-49,NULL,C,0-29,
21593,Deprimo,40-49,Male,C,150-179,
23713,Reducto,40-49,Female,C,30-59,
24969,Deprimo,30-39,Male,C,0-29,
23039,Homenum Revelio,30-39,Female,C,30-59,
21278,Scourgify,50-59,Female,C,120-149,
18859,Scourgify,40-49,NULL,C,180+,
24470,Scourgify,50-59,Female,C,60-89,
23707,Reparo,30-39,Female,C,0-29,Standing Desk
27521,Deprimo,30-39,Male,C,60-89,
25375,Oppugno,50-59,Male,C,30-59,
20870,Deprimo,50-59,Female,C,90-119,
12664,Scourgify,50-59,Female,C,0-29,
25397,Oppugno,40-49,Female,C,60-89,
27779,Mobilicorpus,40-49,Female,C,150-179,
21843,Wingardium Leviosa,30-39,Male,C,150-179,
28811,Confringo,40-49,Female,C,30-59,
24419,Deprimo,50-59,Male,C,30-59,
28744,Scourgify,50-59,Female,C,60-89,
15874,Scourgify,30-39,Male,C,60-89,
21431,Scourgify,30-39,Female,C,0-29,
28733,Impedimenta,30-39,Male,C,30-59,
15903,Deprimo,30-39,Female,C,150-179,
22744,Deprimo,30-39,Female,C,60-89,
25899,Engorgio,40-49,Female,C,60-89,
13594,Mobilicorpus,40-49,Male,C,30-59,
21431,Aparecium,30-39,Female,C,30-59,
24840,Engorgio,50-59,Male,C,150-179,
28010,Engorgio,40-49,Female,C,120-149,
24455,Engorgio,50-59,Female,C,60-89,
24488,Mobilicorpus,30-39,Male,C,150-179,
24470,Engorgio,50-59,Female,C,180+,
20439,Engorgio,50-59,Female,C,30-59,
28744,Engorgio,50-59,Female,C,30-59,
26192,Aparecium,50-59,Female,C,30-59,
28124,Engorgio,50-59,Male,C,30-59,
18071,Duro,30-39,Female,C,30-59,
12641,Mobilicorpus,40-49,Male,C,30-59,
14505,Mobilicorpus,50-59,Female,C,60-89,
25724,Reducto,50-59,Female,C,90-119,
19338,Engorgio,30-39,Male,C,30-59,
21278,Engorgio,50-59,Female,C,30-59,
15874,Engorgio,30-39,Male,C,90-119,
22226,Glisseo,50-59,Male,C,30-59,
19630,Engorgio,50-59,Male,C,90-119,
20468,Engorgio,50-59,Male,C,30-59,
22952,Wingardium Leviosa,50-59,Female,C,90-119,
12765,Defodio,40-49,Female,C,60-89,Reduced Light
15093,Mobilicorpus,20-29,Male,C,90-119,
22306,Glisseo,50-59,Female,C,60-89,
12664,Engorgio,50-59,Female,C,60-89,
10123,Deprimo,20-29,Male,C,90-119,
10128,Deprimo,40-49,Female,C,150-179,
10377,Deprimo,30-39,Female,C,0-29,
25342,Mobilicorpus,50-59,Male,C,30-59,
20468,Confundo,50-59,Male,C,60-89,
12664,Confundo,50-59,Female,C,60-89,
17305,Deprimo,50-59,Female,C,150-179,
28124,Confundo,50-59,Male,C,0-29,
50392,Mobilicorpus,30-39,Female,C,30-59,
15608,Orchideous,50-59,Female,C,180+,
14720,Deprimo,30-39,Male,C,0-29,
28733,Deprimo,30-39,Male,C,0-29,
24455,Deprimo,50-59,Female,C,60-89,
15130,Locomotor Mortis,40-49,Male,C,30-59,
23484,Deprimo,30-39,Male,C,90-119,
18053,Duro,20-29,Male,C,180+,
18273,Confringo,20-29,Female,C,30-59,
50069,Deprimo,30-39,Female,C,120-149,
11622,Confringo,50-59,Male,C,150-179,
18202,Evanesco,50-59,Female,C,150-179,
20489,Mobilicorpus,50-59,Female,C,150-179,
15314,Deprimo,20-29,Male,C,30-59,
15270,Deprimo,40-49,Male,C,0-29,
25724,Reducto,50-59,Female,C,60-89,
17526,Locomotor Mortis,30-39,Female,C,0-29,
20945,Levicorpus,50-59,Male,C,30-59,
21454,Duro,20-29,Male,C,0-29,
11949,Confringo,40-49,Male,C,60-89,
26830,Mobilicorpus,50-59,Male,C,120-149,
14811,Aparecium,40-49,Female,C,60-89,
24425,Aparecium,50-59,Male,C,150-179,
20439,Sonorus,50-59,Female,C,0-29,
19819,Confringo,30-39,Male,C,0-29,
24196,Duro,30-39,Female,C,30-59,
13729,Aparecium,50-59,Male,C,60-89,
24496,Reducto,40-49,Female,C,60-89,
19503,Mobilicorpus,30-39,Male,C,0-29,
15314,Impedimenta,20-29,Male,C,0-29,
10126,Aparecium,40-49,Male,C,150-179,
50171,Liberacorpus,30-39,Male,C,30-59,
22911,Confringo,40-49,Female,C,0-29,
22156,Deprimo,30-39,Female,C,30-59,
18983,Duro,40-49,Male,C,150-179,
17088,Sonorus,50-59,Female,C,120-149,
20705,Confringo,50-59,Female,C,150-179,
12178,Fidelius Charm,40-49,Male,C,180+,
15608,Confundo,50-59,Female,C,60-89,
23547,Oppugno,30-39,Female,C,30-59,
20439,Expulso,50-59,Female,C,0-29,
14505,Duro,50-59,Female,C,30-59,
23286,Confringo,50-59,Male,D,30-59,
28244,Mobilicorpus,50-59,Female,D,60-89,
